1, 'Afrotropical'
2, 'Australian'
3, 'Madagascan'
4, 'Nearctic'
5, 'Neotropical'
6, 'Oceanian'
7, 'Oriental'
8, 'Palearctic'
9, 'Panamanian'
10, 'Saharo-Arabian'
11,'Sino-Japanese'
